"diet","sex","order","hour","emmean","SE","df","lower.CL","upper.CL"
"NR","F","1","0",0.999999999999837,0.308417402250772,187.382483507255,0.391583507892909,1.60841649210677
"PR","F","1","0",1.28571428571431,0.308417402250772,187.382483507332,0.677297793607388,1.89413077782124
"NR","M","1","0",0.666666666666846,0.281545280566479,187.382483507384,0.111260938191651,1.22207239514204
"PR","M","1","0",0.547619047619082,0.28154528056648,187.382483507391,-0.00778668085611411,1.10302477609428
"NR","F","2","0",0.595238095238226,0.281545280566479,187.382483507372,0.0398323667630314,1.15064382371342
"PR","F","2","0",1.50000000000004,0.281545280566479,187.382483507399,0.944594271524843,2.05540572847523
"NR","M","2","0",0.619047619047585,0.281545280566479,187.382483507421,0.0636418905723908,1.17445334752278
"PR","M","2","0",1.35714285714283,0.281545280566479,187.382483507416,0.801737128667631,1.91254858561802
"NR","F","1","1",0.114285714285664,0.308417402250762,187.382483507404,-0.494130777821242,0.722702206392569
"PR","F","1","1",0.342857142857093,0.308417402250762,187.382483507401,-0.265559349249813,0.951273634963998
"NR","M","1","1",0.833333333333379,0.281545280566479,187.382483507421,0.277927604858185,1.38873906180857
"PR","M","1","1",0.500000000000046,0.281545280566479,187.382483507421,-0.0554057284751476,1.05540572847524
"NR","F","2","1",0.142857142857182,0.281545280566479,187.382483507424,-0.412548585618012,0.698262871332377
"PR","F","2","1",0.38095238095242,0.281545280566479,187.382483507419,-0.174453347522775,0.936358109427615
"NR","M","2","1",0.309523809523795,0.281545280566479,187.382483507429,-0.2458819189514,0.864929537998989
"PR","M","2","1",1.33333333333332,0.281545280566479,187.382483507414,0.777927604858124,1.88873906180851
"NR","F","1","2",0.828571428571381,0.308417402250762,187.382483507404,0.220154936464476,1.43698792067829
"PR","F","1","2",0.771428571428521,0.308417402250762,187.382483507401,0.163012079321615,1.37984506353543
"NR","M","1","2",0.595238095238141,0.281545280566479,187.382483507424,0.0398323667629468,1.15064382371334
"PR","M","1","2",1.00000000000005,0.281545280566479,187.382483507421,0.444594271524852,1.55540572847524
"NR","F","2","2",0.452380952380992,0.281545280566479,187.382483507421,-0.103024776094203,1.00778668085619
"PR","F","2","2",1.59523809523814,0.281545280566479,187.382483507424,1.03983236676294,2.15064382371333
"NR","M","2","2",0.690476190476176,0.281545280566479,187.382483507419,0.135070462000982,1.24588191895137
"PR","M","2","2",0.90476190476189,0.281545280566479,187.382483507419,0.349356176286695,1.46016763323709
"NR","F","1","3",0.885714285714237,0.308417402250762,187.382483507399,0.277297793607332,1.49413077782114
"PR","F","1","3",1.48571428571424,0.308417402250762,187.382483507404,0.877297793607331,2.09413077782114
"NR","M","1","3",0.738095238095284,0.281545280566479,187.382483507421,0.182689509620089,1.29350096657048
"PR","M","1","3",0.904761904761951,0.281545280566479,187.382483507424,0.349356176286757,1.46016763323715
"NR","F","2","3",0.57142857142861,0.281545280566479,187.382483507421,0.0160228429534157,1.12683429990381
"PR","F","2","3",0.809523809523849,0.281545280566478,187.382483507424,0.254118081048656,1.36492953799904
"NR","M","2","3",0.785714285714272,0.28154528056648,187.382483507424,0.230308557239077,1.34112001418947
"PR","M","2","3",0.809523809523795,0.281545280566479,187.382483507426,0.254118081048601,1.36492953799899
"NR","F","1","4",0.828571428571378,0.308417402250762,187.382483507404,0.220154936464472,1.43698792067828
"PR","F","1","4",0.542857142857093,0.308417402250762,187.382483507401,-0.0655593492498123,1.151273634964
"NR","M","1","4",0.21428571428576,0.281545280566479,187.382483507421,-0.341120014189433,0.769691442760954
"PR","M","1","4",1.14285714285719,0.281545280566479,187.382483507424,0.587451414381996,1.69826287133238
"NR","F","2","4",0.476190476190515,0.281545280566479,187.382483507424,-0.0792152522846793,1.03159620466571
"PR","F","2","4",0.857142857142897,0.281545280566479,187.382483507421,0.301737128667702,1.41254858561809
"NR","M","2","4",0.214285714285701,0.281545280566479,187.382483507429,-0.341120014189493,0.769691442760894
"PR","M","2","4",0.452380952380938,0.281545280566479,187.382483507424,-0.103024776094255,1.00778668085613
"NR","F","1","5",0.342857142857096,0.308417402250762,187.382483507406,-0.26555934924981,0.951273634964001
"PR","F","1","5",0.771428571428521,0.308417402250762,187.382483507404,0.163012079321615,1.37984506353543
"NR","M","1","5",0.0476190476190933,0.281545280566479,187.382483507421,-0.507786680856102,0.603024776094288
"PR","M","1","5",0.261904761904808,0.28154528056648,187.382483507421,-0.293500966570388,0.817310490380004
"NR","F","2","5",0.309523809523849,0.281545280566479,187.382483507421,-0.245881918951345,0.864929537999043
"PR","F","2","5",0.428571428571469,0.281545280566479,187.382483507421,-0.126834299903726,0.983977157046664
"NR","M","2","5",0.285714285714271,0.281545280566479,187.382483507416,-0.269691442760924,0.841120014189467
"PR","M","2","5",0.380952380952366,0.281545280566478,187.382483507424,-0.174453347522827,0.936358109427559
"NR","F","1","6",0.342857142857093,0.308417402250763,187.382483507406,-0.265559349249813,0.951273634963999
"PR","F","1","6",0.514285714285664,0.308417402250762,187.382483507404,-0.0941307778212418,1.12270220639257
"NR","M","1","6",0.0714285714286165,0.281545280566479,187.382483507426,-0.483977157046578,0.626834299903812
"PR","M","1","6",0.238095238095284,0.281545280566479,187.382483507424,-0.31731049037991,0.793500966570479
"NR","F","2","6",0.238095238095277,0.281545280566479,187.382483507421,-0.317310490379918,0.793500966570472
"PR","F","2","6",0.309523809523849,0.281545280566479,187.382483507421,-0.245881918951344,0.864929537999043
"NR","M","2","6",0.166666666666653,0.281545280566479,187.382483507419,-0.388739061808542,0.722072395141847
"PR","M","2","6",0.190476190476176,0.281545280566479,187.382483507421,-0.364929537999018,0.745881918951369
"NR","F","1","7",0.114285714285665,0.308417402250762,187.382483507404,-0.49413077782124,0.722702206392571
"PR","F","1","7",0.0571428571428076,0.308417402250762,187.382483507404,-0.551273634964098,0.665559349249713
"NR","M","1","7",0.0952380952381414,0.281545280566479,187.382483507421,-0.460167633237053,0.650643823713336
"PR","M","1","7",0.119047619047665,0.281545280566479,187.382483507421,-0.436358109427529,0.67445334752286
"NR","F","2","7",0.0714285714286113,0.281545280566479,187.382483507421,-0.483977157046583,0.626834299903806
"PR","F","2","7",0.214285714285754,0.281545280566479,187.382483507421,-0.34112001418944,0.769691442760948
"NR","M","2","7",0.190476190476176,0.281545280566479,187.382483507419,-0.364929537999018,0.74588191895137
"PR","M","2","7",0.333333333333319,0.281545280566479,187.382483507424,-0.222072395141876,0.888739061808513
"NR","F","1","8",0.228571428571378,0.308417402250762,187.382483507404,-0.379845063535527,0.836987920678284
"PR","F","1","8",0.285714285714236,0.308417402250762,187.382483507401,-0.32270220639267,0.894130777821142
"NR","M","1","8",0.0714285714286178,0.281545280566479,187.382483507421,-0.483977157046577,0.626834299903812
"PR","M","1","8",0.0952380952381413,0.281545280566479,187.382483507424,-0.460167633237053,0.650643823713335
"NR","F","2","8",0.428571428571469,0.281545280566479,187.382483507421,-0.126834299903725,0.983977157046663
"PR","F","2","8",0.261904761904801,0.281545280566479,187.382483507421,-0.293500966570393,0.817310490379996
"NR","M","2","8",0.0476190476190334,0.281545280566479,187.382483507424,-0.50778668085616,0.603024776094227
"PR","M","2","8",0.2142857142857,0.281545280566479,187.382483507424,-0.341120014189494,0.769691442760893
"NR","F","1","9",0.199999999999951,0.308417402250762,187.382483507404,-0.408416492106954,0.808416492106856
"PR","F","1","9",0.371428571428521,0.308417402250762,187.382483507401,-0.236987920678385,0.979845063535427
"NR","M","1","9",0.0476190476190932,0.281545280566479,187.382483507421,-0.507786680856101,0.603024776094288
"PR","M","1","9",0.190476190476236,0.28154528056648,187.382483507426,-0.364929537998959,0.745881918951432
"NR","F","2","9",0.19047619047623,0.281545280566479,187.382483507421,-0.364929537998965,0.745881918951424
"PR","F","2","9",0.333333333333373,0.281545280566479,187.382483507421,-0.222072395141822,0.888739061808568
"NR","M","2","9",0.119047619047605,0.28154528056648,187.382483507411,-0.436358109427591,0.674453347522801
"PR","M","2","9",0.357142857142842,0.281545280566479,187.382483507426,-0.198262871332352,0.912548585618037
"NR","F","1","10",0.0857142857142349,0.308417402250762,187.382483507406,-0.522702206392671,0.69413077782114
"PR","F","1","10",0.228571428571379,0.308417402250762,187.382483507404,-0.379845063535526,0.836987920678284
"NR","M","1","10",0.166666666666712,0.281545280566479,187.382483507424,-0.388739061808482,0.722072395141906
"PR","M","1","10",0.357142857142903,0.281545280566479,187.382483507419,-0.198262871332291,0.912548585618097
"NR","F","2","10",0.166666666666707,0.281545280566479,187.382483507421,-0.388739061808487,0.722072395141901
"PR","F","2","10",0.404761904761944,0.281545280566479,187.382483507424,-0.150643823713249,0.960167633237138
"NR","M","2","10",0.0714285714285574,0.281545280566479,187.382483507421,-0.483977157046636,0.626834299903751
"PR","M","2","10",0.309523809523795,0.281545280566477,187.382483507414,-0.245881918951396,0.864929537998986
"NR","F","1","11",0.228571428571381,0.308417402250762,187.382483507404,-0.379845063535524,0.836987920678287
"PR","F","1","11",0.485714285714235,0.308417402250762,187.382483507401,-0.12270220639267,1.09413077782114
"NR","M","1","11",0.142857142857189,0.281545280566479,187.382483507426,-0.412548585618005,0.698262871332384
"PR","M","1","11",0.261904761904808,0.281545280566479,187.382483507421,-0.293500966570387,0.817310490380003
"NR","F","2","11",0.119047619047659,0.281545280566479,187.382483507419,-0.436358109427536,0.674453347522854
"PR","F","2","11",0.476190476190516,0.28154528056648,187.382483507419,-0.0792152522846791,1.03159620466571
"NR","M","2","11",0.166666666666652,0.281545280566479,187.382483507421,-0.388739061808542,0.722072395141847
"PR","M","2","11",0.547619047619033,0.281545280566479,187.382483507421,-0.0077866808561613,1.10302477609423
"NR","F","1","12",0.257142857142807,0.308417402250762,187.382483507404,-0.351273634964098,0.865559349249712
"PR","F","1","12",0.399999999999949,0.308417402250762,187.382483507401,-0.208416492106956,1.00841649210685
"NR","M","1","12",0.261904761904808,0.281545280566479,187.382483507424,-0.293500966570386,0.817310490380003
"PR","M","1","12",0.52380952380957,0.281545280566479,187.382483507421,-0.0315962046656252,1.07921525228476
"NR","F","2","12",0.404761904761944,0.281545280566479,187.382483507424,-0.15064382371325,0.960167633237138
"PR","F","2","12",1.04761904761909,0.281545280566479,187.382483507424,0.492213319143893,1.60302477609428
"NR","M","2","12",0.190476190476176,0.281545280566479,187.382483507411,-0.364929537999018,0.74588191895137
"PR","M","2","12",1.09523809523808,0.281545280566479,187.382483507424,0.539832366762886,1.65064382371327
"NR","F","1","13",2.05714285714281,0.308417402250762,187.382483507404,1.44872636503591,2.66555934924972
"PR","F","1","13",1.99999999999995,0.308417402250762,187.382483507404,1.39158350789304,2.60841649210685
"NR","M","1","13",1.38095238095243,0.281545280566479,187.382483507421,0.825546652477233,1.93635810942762
"PR","M","1","13",2.38095238095243,0.281545280566479,187.382483507421,1.82554665247723,2.93635810942762
"NR","F","2","13",1.64285714285718,0.281545280566479,187.382483507421,1.08745141438199,2.19826287133238
"PR","F","2","13",3.21428571428576,0.281545280566479,187.382483507424,2.65887998581056,3.76969144276095
"NR","M","2","13",1.90476190476189,0.281545280566479,187.382483507419,1.3493561762867,2.46016763323708
"PR","M","2","13",4.04761904761903,0.281545280566478,187.382483507426,3.49221331914384,4.60302477609422
"NR","F","1","14",2.08571428571424,0.308417402250762,187.382483507406,1.47729779360733,2.69413077782115
"PR","F","1","14",2.54285714285709,0.308417402250762,187.382483507401,1.93444065075019,3.151273634964
"NR","M","1","14",1.452380952381,0.281545280566479,187.382483507421,0.896975223905804,2.00778668085619
"PR","M","1","14",1.50000000000005,0.281545280566479,187.382483507421,0.944594271524852,2.05540572847524
"NR","F","2","14",1.16666666666671,0.281545280566479,187.382483507421,0.611260938191515,1.7220723951419
"PR","F","2","14",3.28571428571433,0.281545280566479,187.382483507421,2.73030855723913,3.84112001418952
"NR","M","2","14",1.40476190476189,0.281545280566479,187.382483507416,0.849356176286696,1.96016763323708
"PR","M","2","14",3.59523809523808,0.281545280566479,187.382483507419,3.03983236676289,4.15064382371328
"NR","F","1","15",1.71428571428566,0.308417402250762,187.382483507406,1.10586922217876,2.32270220639256
"PR","F","1","15",1.68571428571424,0.308417402250762,187.382483507401,1.07729779360733,2.29413077782114
"NR","M","1","15",1.42857142857148,0.281545280566479,187.382483507421,0.873165700096281,1.98397715704667
"PR","M","1","15",1.30952380952386,0.281545280566479,187.382483507419,0.754118081048661,1.86492953799905
"NR","F","2","15",0.928571428571468,0.281545280566479,187.382483507424,0.373165700096274,1.48397715704666
"PR","F","2","15",3.07142857142861,0.281545280566479,187.382483507424,2.51602284295342,3.62683429990381
"NR","M","2","15",1.64285714285713,0.281545280566479,187.382483507414,1.08745141438193,2.19826287133232
"PR","M","2","15",3.09523809523808,0.281545280566479,187.382483507419,2.53983236676289,3.65064382371327
"NR","F","1","16",1.42857142857138,0.308417402250762,187.382483507401,0.820154936464475,2.03698792067829
"PR","F","1","16",1.25714285714281,0.308417402250762,187.382483507401,0.648726365035903,1.86555934924971
"NR","M","1","16",1.21428571428576,0.281545280566479,187.382483507421,0.658879985810564,1.76969144276095
"PR","M","1","16",0.952380952380998,0.28154528056648,187.382483507424,0.396975223905803,1.50778668085619
"NR","F","2","16",0.785714285714322,0.281545280566479,187.382483507424,0.230308557239128,1.34112001418952
"PR","F","2","16",2.59523809523814,0.281545280566479,187.382483507424,2.03983236676294,3.15064382371333
"NR","M","2","16",0.999999999999986,0.281545280566479,187.382483507424,0.444594271524791,1.55540572847518
"PR","M","2","16",2.3095238095238,0.28154528056648,187.382483507426,1.7541180810486,2.86492953799899
"NR","F","1","17",1.37142857142852,0.308417402250762,187.382483507404,0.763012079321617,1.97984506353543
"PR","F","1","17",1.17142857142852,0.308417402250762,187.382483507404,0.563012079321617,1.77984506353543
"NR","M","1","17",0.785714285714332,0.281545280566479,187.382483507419,0.230308557239138,1.34112001418953
"PR","M","1","17",1.00000000000005,0.281545280566479,187.382483507419,0.444594271524853,1.55540572847524
"NR","F","2","17",0.595238095238135,0.281545280566479,187.382483507424,0.0398323667629407,1.15064382371333
"PR","F","2","17",1.92857142857147,0.281545280566479,187.382483507424,1.37316570009628,2.48397715704666
"NR","M","2","17",0.761904761904747,0.281545280566479,187.382483507424,0.206499033429554,1.31731049037994
"PR","M","2","17",2.52380952380951,0.281545280566478,187.382483507414,1.96840379533432,3.0792152522847
"NR","F","1","18",0.771428571428527,0.308417402250762,187.382483507404,0.163012079321621,1.37984506353543
"PR","F","1","18",0.999999999999951,0.308417402250762,187.382483507404,0.391583507893045,1.60841649210686
"NR","M","1","18",1.00000000000005,0.281545280566479,187.382483507421,0.444594271524852,1.55540572847524
"PR","M","1","18",1.19047619047624,0.281545280566479,187.382483507419,0.635070462001042,1.74588191895143
"NR","F","2","18",0.69047619047623,0.281545280566479,187.382483507424,0.135070462001036,1.24588191895142
"PR","F","2","18",2.3571428571429,0.281545280566479,187.382483507424,1.8017371286677,2.91254858561809
"NR","M","2","18",0.595238095238081,0.281545280566479,187.382483507421,0.0398323667628862,1.15064382371328
"PR","M","2","18",1.95238095238094,0.281545280566479,187.382483507414,1.39697522390574,2.50778668085613
"NR","F","1","19",0.685714285714238,0.308417402250762,187.382483507404,0.0772977936073328,1.29413077782114
"PR","F","1","19",1.14285714285709,0.308417402250762,187.382483507401,0.534440650750187,1.751273634964
"NR","M","1","19",0.500000000000047,0.281545280566479,187.382483507424,-0.0554057284751479,1.05540572847524
"PR","M","1","19",0.761904761904808,0.281545280566479,187.382483507419,0.206499033429613,1.31731049038
"NR","F","2","19",0.285714285714325,0.281545280566479,187.382483507424,-0.269691442760869,0.841120014189519
"PR","F","2","19",1.45238095238099,0.281545280566479,187.382483507424,0.896975223905798,2.00778668085619
"NR","M","2","19",0.285714285714271,0.281545280566479,187.382483507419,-0.269691442760923,0.841120014189465
"PR","M","2","19",1.19047619047618,0.281545280566478,187.382483507436,0.635070462000984,1.74588191895137
"NR","F","1","20",0.171428571428526,0.308417402250762,187.382483507404,-0.436987920678379,0.779845063535431
"PR","F","1","20",1.05714285714281,0.308417402250762,187.382483507401,0.448726365035901,1.66555934924971
"NR","M","1","20",0.380952380952427,0.281545280566479,187.382483507424,-0.174453347522767,0.936358109427622
"PR","M","1","20",0.214285714285761,0.281545280566479,187.382483507424,-0.341120014189434,0.769691442760955
"NR","F","2","20",0.214285714285754,0.281545280566479,187.382483507424,-0.341120014189441,0.769691442760949
"PR","F","2","20",0.833333333333373,0.281545280566479,187.382483507419,0.277927604858179,1.38873906180857
"NR","M","2","20",0.404761904761891,0.281545280566479,187.382483507414,-0.150643823713304,0.960167633237086
"PR","M","2","20",0.833333333333319,0.28154528056648,187.382483507409,0.277927604858124,1.38873906180851
"NR","F","1","21",0.485714285714235,0.308417402250762,187.382483507406,-0.122702206392671,1.09413077782114
"PR","F","1","21",0.314285714285664,0.308417402250762,187.382483507404,-0.294130777821241,0.92270220639257
"NR","M","1","21",0.309523809523855,0.281545280566479,187.382483507421,-0.245881918951339,0.864929537999049
"PR","M","1","21",0.285714285714332,0.281545280566479,187.382483507424,-0.269691442760863,0.841120014189526
"NR","F","2","21",0.357142857142897,0.281545280566479,187.382483507424,-0.198262871332297,0.912548585618091
"PR","F","2","21",0.857142857142897,0.281545280566479,187.382483507421,0.301737128667703,1.41254858561809
"NR","M","2","21",0.2142857142857,0.281545280566479,187.382483507414,-0.341120014189495,0.769691442760894
"PR","M","2","21",0.90476190476189,0.28154528056648,187.382483507414,0.349356176286695,1.46016763323709
"NR","F","1","22",0.485714285714238,0.308417402250762,187.382483507401,-0.122702206392667,1.09413077782114
"PR","F","1","22",0.685714285714235,0.308417402250762,187.382483507401,0.0772977936073297,1.29413077782114
"NR","M","1","22",0.261904761904808,0.281545280566479,187.382483507421,-0.293500966570387,0.817310490380002
"PR","M","1","22",0.333333333333379,0.281545280566479,187.382483507419,-0.222072395141815,0.888739061808574
"NR","F","2","22",0.500000000000039,0.281545280566479,187.382483507421,-0.0554057284751556,1.05540572847523
"PR","F","2","22",1.57142857142861,0.281545280566479,187.382483507424,1.01602284295342,2.12683429990381
"NR","M","2","22",0.309523809523795,0.281545280566479,187.382483507414,-0.245881918951399,0.864929537998989
"PR","M","2","22",0.880952380952366,0.28154528056648,187.382483507421,0.32554665247717,1.43635810942756
"NR","F","1","23",0.857142857142809,0.308417402250762,187.382483507404,0.248726365035903,1.46555934924971
"PR","F","1","23",1.08571428571424,0.308417402250762,187.382483507399,0.47729779360733,1.69413077782114
"NR","M","1","23",0.619047619047665,0.281545280566479,187.382483507421,0.0636418905724705,1.17445334752286
"PR","M","1","23",1.07142857142862,0.281545280566479,187.382483507421,0.516022842953423,1.62683429990381
"NR","F","2","23",0.833333333333373,0.281545280566479,187.382483507419,0.277927604858179,1.38873906180857
"PR","F","2","23",1.40476190476194,0.281545280566479,187.382483507421,0.849356176286751,1.96016763323714
"NR","M","2","23",0.547619047619033,0.281545280566479,187.382483507419,-0.00778668085616097,1.10302477609423
"PR","M","2","23",1.59523809523808,0.28154528056648,187.382483507424,1.03983236676289,2.15064382371328
